Gender,Height,Weight
female,69.97351,134.1099
male,66.92568,134.901
female,68.76347,139.6364
female,67.40692,127.0273
female,65.74615,134.7717
male,65.88357,99.97124
male,66.77623,129.4522
male,66.9622,129.3592
female,63.46642,103.6594
male,68.35224,115.7327
female,64.43147,104.8874
male,63.52175,131.0054
female,66.86196,129.0709
male,65.53651,102.5494
female,71.82306,133.2257
female,68.86538,146.3008
female,70.79207,140.8125
male,69.02139,132.4618
male,67.3527,118.8437
male,66.3294,133.4495
female,67.75792,134.882
male,68.64796,129.6789
female,68.18784,136.7318
male,71.53978,133.9981
female,68.58959,128.1324
male,71.33959,130.2482
female,67.18757,130.2934
female,67.70033,128.3208
female,64.13048,134.0501
male,69.90087,140.5808
male,66.72044,115.1936
male,69.3532,135.8445
female,69.70788,142.8508
male,67.73755,143.0931
female,68.16879,114.9519
male,71.94697,149.4261
female,67.37481,132.0558
male,65.34039,127.0174
female,65.63768,103.3615
female,68.91559,125.3216
female,65.44571,130.6423
male,68.11726,124.3662
male,69.52284,140.6019
male,69.40202,124.229
female,70.00803,132.9642
male,68.59817,130.2067
female,64.76508,106.6241
male,67.52805,108.9888
female,66.71974,109.9473
male,67.94808,124.363
female,69.09682,131.5021
female,70.04724,137.4264
female,67.92097,116.0228
male,67.99135,117.9061
male,68.92023,116.7259
male,66.75149,115.4633
female,68.07152,129.9734
male,68.75961,148.9128
female,70.93048,126.0818
male,68.29873,115.4952
female,69.25316,158.7833
male,68.39327,141.2064
female,68.48007,129.838
female,69.47286,137.0682
female,66.33003,123.2428
male,66.88679,117.9651
male,65.20091,102.4998
male,68.37273,130.6338
female,67.10601,144.6224
male,62.64242,100.1982
female,69.06906,120.2937
male,71.15727,144.3108
female,68.93324,114.8805
male,68.10686,141.5328
female,64.45765,114.6963
female,65.96736,121.6607
female,68.73038,119.3241
male,70.53564,135.206
male,67.40711,115.9409
male,66.11309,123.2264
female,69.47433,133.0619
male,70.95476,136.3442
female,65.56715,124.1401
male,65.49243,116.2944
female,68.89342,133.1669
male,67.59755,137.941
female,66.1724,133.3173
female,68.70371,114.2219
female,65.47651,137.6516
male,67.72604,131.5375
male,70.02202,137.2221
male,69.72107,135.1331
female,67.90954,113.9257
male,65.61306,132.5883
female,71.40631,133.5753
male,66.27843,106.7793
female,65.0276,95.18466
male,65.68922,114.2675
female,66.85743,126.4804
female,68.23,126.7087
female,66.12036,110.9096
male,71.32591,132.3678
male,70.2075,133.7174
male,71.03619,144.0125
female,68.18528,129.9098
male,68.99195,106.5697
female,67.95745,121.9433
male,69.49971,118.1623
female,67.12538,106.6739
male,67.75678,128.444
female,67.67958,127.4595
female,64.71984,102.93
female,69.72873,127.8299
male,68.50234,139.7868
male,70.56446,133.2813
male,66.58715,120.2949
female,63.80202,102.4047
male,66.38836,134.2056
female,66.7895,121.4804
male,66.99003,108.2574
female,72.61998,145.8469
male,67.80601,114.9258
female,68.63913,124.6757
female,65.81803,113.619
female,66.5755,126.2651
male,66.40067,124.0382
male,66.75992,120.554
male,69.02475,124.4235
female,70.24902,130.1726
male,70.18308,137.2733
female,67.63509,126.9051
male,66.43547,118.2885
female,67.50559,119.6817
male,68.19559,134.332
female,66.32293,120.0364
female,70.33673,140.2713
female,67.9766,139.4025
male,66.07451,105.1086
male,68.00118,140.3289
male,65.48497,139.7691
female,66.99532,118.4896
male,69.89331,121.8301
female,68.03229,130.3482
male,70.00989,138.2214
female,66.91337,119.9847
male,71.43101,141.5275
female,64.42386,128.0746
female,68.63254,122.6639
female,70.14808,135.5841
male,69.94628,158.7993
male,66.40808,103.1971
male,65.27161,122.9332
female,67.02796,119.343
male,66.333,139.5722
female,70.05322,124.1145
male,71.49315,132.5483
female,67.11911,116.0712
male,72.52115,162.8737
female,68.59945,131.1394
female,66.72202,124.8745
female,68.33163,123.738
male,66.52804,119.0115
male,69.80841,135.4606
male,70.18855,139.6563
female,67.70646,120.3449
male,66.73552,113.0404
female,68.37589,115.658
male,68.14008,128.6282
female,65.33269,96.52385
male,68.27634,122.6695
female,69.17767,129.3968
female,66.47919,128.8422
female,66.27731,133.0853
male,67.80211,130.1248
male,72.66613,138.9119
male,70.62111,138.9252
female,67.45131,105.9085
male,68.51925,135.4393
female,72.05853,147.3129
male,64.71472,108.7636
female,66.49054,128.9625
male,71.9151,147.7867
female,68.37932,128.5716
female,69.44208,127.4285
female,65.67788,128.9123
male,67.97944,123.3621
male,68.18702,122.0501
male,67.96766,159.6644
female,67.69418,121.5022
male,66.85727,124.3686
female,68.50423,130.5608
male,66.46892,117.7781
female,70.53609,147.1473
male,68.60163,128.6512
female,67.13712,115.6854
female,63.82574,104.102
female,67.39413,122.4406
male,71.3131,124.6131
male,67.98003,100.4089
male,67.8037,131.8038
female,71.05584,134.7575
male,70.6785,148.5516
female,69.45454,151.3435
male,67.75404,121.4032
female,66.37759,132.7138
male,66.90907,118.1243
female,67.36022,120.412
female,70.03559,141.4458
female,74.19488,129.0597
male,68.44192,129.3121
male,68.86465,148.5716
male,66.41874,112.319
female,68.58215,130.0932
male,69.01529,123.1712
female,64.12752,99.36058
male,72.58824,139.1404
female,69.53845,131.9771
male,69.32255,127.7025
female,67.26117,136.8449
female,68.8089,126.4916
female,65.83333,111.1847
male,69.14631,128.5255
male,66.76436,123.1419
male,68.10866,141.374
female,66.52579,127.0178
male,66.72267,118.0513
female,66.66847,115.3536
male,66.13808,136.9275
female,68.04169,126.5685
male,67.37032,129.216
female,68.37927,142.1694
female,68.64261,136.578
female,67.06567,121.962
male,69.29222,146.9053
male,69.97624,142.657
male,68.36664,140.2292
female,68.2079,109.8398
male,67.34824,134.8916
female,65.91384,127.6066
male,67.37608,108.9719
female,70.77374,138.4284
male,72.8469,151.4509
female,64.95583,130.0036
female,68.67514,113.0897
female,68.73548,129.1464
male,67.33471,133.1919
male,66.68746,124.866
male,65.85168,121.4815
female,70.81582,137.8631
male,65.09564,125.8314
female,70.61931,135.3299
male,67.96031,107.3931
female,70.68803,144.1915
male,66.34093,100.5991
female,71.98092,130.1721
female,70.17314,140.8988
female,70.63179,143.6734
male,64.87469,90.29334
male,69.62426,130.4148
male,65.17407,123.8754
female,69.09608,154.0757
male,71.81975,137.4948
female,68.66104,141.8174
male,67.17895,126.8401
female,68.00257,131.9545
male,70.77144,120.9803
female,68.82564,119.7816
female,70.04554,127.7472
female,68.95339,134.2469
male,64.41355,108.5235
male,63.82854,125.0611
male,68.3559,123.0197
female,69.25516,129.8861
male,73.38109,154.8178
female,69.36199,151.9248
male,70.71977,135.6969
female,67.59075,127.2047
male,70.98644,137.876
female,67.73825,124.4771
female,71.10527,154.6002
female,71.95975,134.0699
male,65.74155,117.4639
male,65.64344,128.3519
male,68.37038,118.1031
female,70.50701,127.8238
male,66.43263,129.914
female,66.60278,131.3221
male,68.03472,128.1544
female,69.83384,122.8347
male,68.22043,143.5868
female,67.78035,106.5681
female,67.1894,124.9457
female,66.17013,113.6761
male,65.98555,105.4988
male,70.37458,125.3804
male,66.98272,120.0159
female,69.07135,135.0513
male,64.39778,112.0501
female,70.30031,126.6445
male,68.46686,126.7371
female,68.07287,138.6844
male,69.65267,143.346
female,67.85116,124.6758
female,68.81195,119.2154
female,68.88093,129.5162
male,71.2914,141.2136
male,64.93822,124.9304
male,64.39593,117.6936
female,67.61191,128.117
male,65.36431,125.507
female,68.57192,139.9115
male,69.63015,132.5572
female,64.66196,129.5233
male,71.18005,139.3905
female,65.6959,121.712
female,66.05318,122.7607
female,67.04924,117.4026
male,68.42541,135.9146
male,68.54306,123.838
male,65.95454,102.8468
female,66.95297,119.3281
male,64.91704,104.4281
female,66.59452,129.2376
male,68.17706,138.2296
female,69.573,138.6461
male,71.65878,130.4121
female,65.06775,124.4317
female,66.85523,127.9011
female,67.84366,125.2683
male,69.22848,121.1672
male,69.75159,128.1437
male,67.48764,121.494
female,68.12465,129.3746
male,68.50207,127.4765
female,67.50188,113.1406
male,68.83511,132.5812
female,65.40895,110.5741
male,68.31175,139.194
female,68.78411,128.757
female,65.39974,132.9714
female,66.754,125.0153
male,65.37482,95.80713
male,70.65043,152.9084
male,70.97634,121.217
female,66.75895,127.448
male,66.26857,120.2754
female,67.34174,127.4945
male,67.39093,111.026
female,71.04158,153.5447
male,63.7418,110.9415
female,66.91954,121.0967
female,65.84956,123.5086
female,67.03723,116.363
male,67.92717,134.9384
male,66.72742,113.8451
male,66.34696,113.0531
female,66.53015,127.5692
male,68.60951,125.1506
female,66.11208,115.4493
male,67.01143,138.9409
female,70.45763,133.292
male,65.3277,130.5079
female,67.28212,114.2578
female,70.37548,137.6167
female,68.04608,114.5218
male,70.36839,139.4884
male,68.38089,124.6962
male,67.78852,130.045
female,69.77907,141.782
male,69.59613,125.4556
female,67.9806,119.1796
male,65.84256,107.0361
female,66.99247,125.3591
male,63.54764,115.7565
female,71.50943,128.7986
female,69.94093,129.3747
female,71.21029,145.662
male,71.56281,123.6062
male,65.31159,124.6278
male,65.18491,122.7439
female,65.25283,120.2892
male,67.46596,128.6295
female,67.27426,111.5271
male,64.97376,117.7437
female,64.60687,109.4645
male,69.736,132.9405
female,67.7749,124.1881
female,69.30528,136.8094
female,71.38338,143.1901
male,65.60915,117.3002
male,66.23041,130.8166
male,66.53307,137.4417
female,67.51649,128.97
male,67.72325,114.6422
female,68.57113,138.4685
male,66.23808,123.19
female,67.75308,121.9934
male,68.2829,149.3778
female,68.40175,137.21
female,66.09433,138.6653
female,70.03545,118.8309
male,65.46717,116.7297
male,66.46693,131.5675
male,67.85512,129.5762
female,70.36596,131.4946
male,68.09483,125.1984
female,70.06267,131.8467
male,67.65661,121.0286
female,69.08508,121.8685
male,68.40932,147.9118
female,69.12972,130.6309
female,67.97094,139.9751
female,67.62895,126.6522
male,66.80442,116.7992
male,68.57388,132.4308
male,67.45375,130.6493
female,68.6366,132.6351
male,65.92344,124.4934
female,70.69799,129.6396
male,68.09362,131.2952
female,69.50493,121.3845
male,67.03953,116.8423
female,69.04839,143.4353
female,70.66314,140.0996
female,67.94574,127.1524
male,68.5127,116.4033
male,68.81282,145.5938
male,67.15097,136.0613
female,68.34367,126.2249
male,67.38561,130.9905
female,64.88607,131.7105
male,65.5339,125.1818
female,69.3919,147.0456
male,66.46889,109.3503
female,63.25683,120.7578
female,67.61546,112.4772
female,69.88085,138.4517
male,70.15703,136.7186
male,70.61107,136.0144
male,71.3845,148.7104
female,66.53779,120.4476
male,71.05961,133.5431
female,67.63928,140.0484
male,63.8441,129.0091
female,66.79275,121.0921
male,68.61061,125.6694
female,70.40975,117.6691
female,65.20379,133.959
female,69.08499,121.968
male,68.29678,135.3754
male,65.83832,111.6269
male,67.18313,117.3099
female,67.87544,131.75
male,67.51672,130.3517
female,67.98827,124.7463
male,70.33848,127.5476
female,67.29728,118.5713
male,65.95685,118.7344
female,65.2832,117.239
female,71.86035,127.4872
female,67.32069,128.9596
male,68.52503,147.7036
male,69.74627,132.158
male,65.75926,129.6624
female,67.26104,142.583
male,67.59186,123.1966
female,65.54701,114.619
male,70.57745,134.1679
female,64.93595,129.3978
male,69.85715,133.0797
female,70.81884,130.0722
female,68.30112,139.2852
female,67.54828,131.5521
male,71.89737,135.3276
male,68.81871,130.5668
male,68.57948,144.8947
female,66.01716,121.8662
male,67.25756,110.649
female,70.5545,150.0971
male,66.29452,123.8581
female,68.57082,128.4226
male,68.60497,125.197
female,67.99508,129.7427
female,66.12931,125.7215
female,66.41232,132.001
male,68.42482,140.054
male,66.80813,114.1178
male,67.72371,116.1322
female,70.99035,117.7071
male,67.56098,131.2855
female,69.12684,113.6105
male,67.97635,144.7629
female,66.30036,141.6047
male,69.30957,140.0213
female,65.63213,108.4237
female,66.22333,117.2512
female,66.74595,126.77
male,69.66252,135.074
male,68.21548,132.0189
male,69.28403,109.2101
female,69.64359,127.8589
male,71.48035,122.0737
female,69.37451,137.6851
male,65.19039,127.5918
female,64.02516,111.5819
male,66.58522,121.3966
female,65.81355,138.8427
female,66.10408,116.5048
female,68.56408,137.4424
male,67.89191,121.9768
male,71.42475,116.8105
male,65.98772,126.0482
female,70.95594,114.7284
male,64.37344,126.7487
female,69.76692,131.342
male,66.46755,119.0926
female,67.76109,137.8646
male,71.17728,129.5914
female,67.31413,128.105
female,70.22181,137.4504
female,69.28985,129.6324
male,66.35778,133.4823
male,69.27648,124.7911
male,66.3778,113.9428
female,63.24012,116.8399
male,69.18211,138.7521
female,69.11432,125.4607
male,67.48024,130.5948
female,69.75327,134.2699
male,69.62313,143.4724
female,65.95463,142.254
female,68.89125,139.8464
female,67.23829,132.4897
male,67.73728,138.5529
male,68.72443,123.1153
male,65.20195,132.6998
female,66.2865,106.6149
male,68.01878,134.9917
female,66.89261,130.92
male,67.79814,122.4887
female,66.6555,136.0645
male,69.77338,119.5334
female,68.42446,117.7405
female,65.55531,115.5734
female,68.34513,104.7006
male,66.26115,123.6592
male,66.40599,138.5289
male,68.64386,132.2257
female,68.70476,117.2914
male,68.03119,141.6933
female,66.25774,129.6313
male,64.0967,94.51219
female,67.0669,120.6412
male,65.80509,121.3762
female,68.05092,133.2667
female,67.52718,127.9032
female,66.35888,123.3962
male,70.87196,136.9675
male,68.29448,114.1357
male,67.0344,118.0845
female,70.91179,121.8608
male,68.77458,145.5199
female,68.8064,128.9862
male,66.80841,110.4729
female,65.02676,126.9126
male,71.83389,141.1132
female,67.41125,138.183
female,68.8635,132.6335
female,66.39633,127.2025
male,67.90122,146.2561
male,69.04019,141.6517
male,66.26552,126.5209
female,68.4645,121.554
male,66.8815,116.5904
female,71.36376,139.0275
male,66.06344,116.2031
female,66.64834,115.7431
male,67.3297,116.8138
female,68.20575,138.6574
female,69.59793,108.5229
female,67.50819,133.6747
male,68.00385,128.0916
male,69.51431,128.6687
male,68.00582,115.4484
female,67.59357,125.0018
male,69.78942,136.4816
female,72.36491,121.9301
male,68.13393,126.8874
female,67.83776,119.9595
male,68.87619,142.2743
female,66.04124,129.9792
female,65.81569,131.1604
female,69.22762,128.8601
male,64.72395,111.9433
male,68.48588,132.3867
male,68.28041,134.2844
female,65.5087,127.6919
male,66.73361,114.5415
female,69.20114,138.1499
male,71.44618,140.358
female,70.08869,125.9099
male,69.6745,134.4383
female,71.68575,136.6572
female,71.09849,123.5248
female,67.65215,130.345
male,70.41131,149.8413
male,68.33638,115.5647
male,64.72321,109.6661
female,64.6035,108.8823
male,66.92416,112.3914
female,68.46553,130.0139
male,67.19789,136.8066
female,67.78929,111.1892
male,66.6783,119.3179
female,67.38496,120.1224
female,68.00018,124.093
female,65.27378,117.8442
male,69.14142,142.1545
male,67.46178,122.3342
male,68.87277,115.7081
female,68.02365,136.5833
male,70.33914,120.5965
female,68.05498,121.269
male,66.63059,133.5937
female,66.23781,127.541
male,70.68625,139.1153
female,67.92487,140.4052
female,67.98283,124.3543
female,67.83966,136.9707
male,70.87256,136.9799
male,68.67371,129.9913
male,65.63433,113.6199
female,66.98566,127.6126
male,69.39665,117.966
female,67.97483,127.2407
male,69.02449,123.8412
female,65.06479,121.2687
male,68.67376,118.5378
female,67.57063,115.4182
female,66.86965,131.2651
female,66.42749,110.3212
male,68.42186,129.2128
male,69.83543,140.8802
male,66.38544,121.1068
female,69.67951,134.4281
male,66.10079,116.2489
female,65.82617,117.8009
male,68.71368,126.455
female,71.38503,137.1076
male,69.73254,152.1776
female,68.37367,128.6175
female,65.05453,113.9725
female,64.38195,105.9582
male,69.22384,134.3052
male,66.67906,132.4565
male,69.15689,134.3756
female,67.53215,146.8833
male,70.71198,131.2724
female,69.06844,132.9619
male,66.36641,140.4684
female,69.74416,144.838
male,69.72221,129.261
female,67.005,138.036
female,68.39904,125.5747
female,65.72237,129.4743
male,70.41527,129.4677
male,66.08413,105.1944
male,66.34093,125.2679
female,65.25134,128.237
male,67.53562,123.3362
female,68.21037,110.8623
male,67.41542,114.4586
female,69.8279,137.2435
male,66.30495,125.8706
female,69.06175,140.8451
female,69.64603,131.2554
female,70.75572,140.12
male,67.51414,138.8613
male,67.50856,117.374
male,67.30225,109.9978
female,67.76966,129.4122
male,70.13058,135.1643
female,66.28125,108.1378
male,72.48112,146.3046
female,66.93464,127.6499
male,67.24385,133.5096
female,69.30013,124.8396
female,71.68649,123.4209
female,69.69329,125.1731
male,68.22858,116.5013
male,70.77195,124.5635
male,69.63875,132.8562
female,67.5239,124.2136
male,70.26869,137.6254
female,67.32622,112.2365
male,65.82766,117.92
female,67.28046,107.1366
male,68.47687,127.8631
female,66.16499,119.5914
female,71.12585,129.7663
female,67.51094,126.2753
male,67.98365,120.6916
male,70.76255,147.2496
male,68.13751,123.8089
female,69.7139,124.9097
male,69.28011,129.2576
female,67.72134,133.2142
male,71.35771,134.9818
female,65.01169,115.4612
male,66.57282,114.2201
female,66.2121,126.4372
female,68.42587,121.5315
female,68.25899,137.3384
male,71.66231,130.1496
male,70.73674,149.3463
male,68.81489,131.8088
female,67.8052,124.5172
